epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
6916,10460.7,0.21215,0.19388,0.78804,0.94018,0.95262,0.98293,0.96678,0.12774,0.12616,0.74598,0.00315415,0.00315415,0.00315415
6917,10462.2,0.20875,0.18833,0.78858,0.93949,0.95288,0.98318,0.96803,0.12781,0.12601,0.74602,0.00315316,0.00315316,0.00315316
6918,10463.7,0.20556,0.19294,0.78585,0.9396,0.953,0.98404,0.96804,0.12785,0.12617,0.746,0.00315217,0.00315217,0.00315217
6919,10465.2,0.20911,0.19206,0.78483,0.93741,0.95252,0.98147,0.96798,0.12798,0.12621,0.74599,0.00315118,0.00315118,0.00315118
6920,10466.7,0.20781,0.19191,0.78679,0.94079,0.9538,0.98471,0.96825,0.12782,0.1261,0.74599,0.00315019,0.00315019,0.00315019
6921,10468.2,0.20537,0.19384,0.78353,0.93688,0.95233,0.98296,0.96914,0.12789,0.12611,0.74601,0.0031492,0.0031492,0.0031492
6922,10469.8,0.20624,0.19466,0.78689,0.93984,0.95297,0.98309,0.96809,0.12773,0.12599,0.74603,0.00314821,0.00314821,0.00314821
6923,10471.4,0.20912,0.19979,0.78879,0.93723,0.95189,0.98159,0.96483,0.12782,0.12596,0.74602,0.00314722,0.00314722,0.00314722
6924,10472.9,0.19631,0.18995,0.78215,0.9451,0.95805,0.98388,0.96849,0.12789,0.12595,0.74603,0.00314623,0.00314623,0.00314623
6925,10474.4,0.21112,0.1907,0.79139,0.9382,0.95428,0.9835,0.96765,0.12776,0.12587,0.74603,0.00314524,0.00314524,0.00314524
6926,10475.8,0.20367,0.18825,0.78799,0.93716,0.95407,0.98417,0.96776,0.12778,0.12597,0.74603,0.00314425,0.00314425,0.00314425
6927,10477.3,0.21056,0.18884,0.79244,0.94502,0.95438,0.98266,0.96792,0.1278,0.12596,0.74602,0.00314326,0.00314326,0.00314326
6928,10478.8,0.20714,0.19233,0.78844,0.93482,0.95299,0.98258,0.96641,0.12783,0.12576,0.74602,0.00314227,0.00314227,0.00314227
6929,10480.3,0.19381,0.18451,0.78279,0.93752,0.95436,0.98389,0.96783,0.12796,0.12587,0.74603,0.00314128,0.00314128,0.00314128
6930,10481.8,0.22365,0.19556,0.79368,0.94535,0.95785,0.98292,0.96733,0.12797,0.12589,0.74602,0.00314029,0.00314029,0.00314029
6931,10483.2,0.2036,0.19207,0.78801,0.93575,0.95255,0.98179,0.96712,0.12796,0.12587,0.74603,0.0031393,0.0031393,0.0031393
6932,10484.9,0.19778,0.18699,0.7849,0.93788,0.95297,0.98319,0.96861,0.1279,0.12594,0.74603,0.00313831,0.00313831,0.00313831
6933,10486.5,0.21806,0.19996,0.78387,0.93641,0.95509,0.9829,0.96665,0.12796,0.12588,0.74603,0.00313732,0.00313732,0.00313732
6934,10488.1,0.19655,0.18222,0.78195,0.93608,0.95525,0.98265,0.96701,0.12793,0.12563,0.74605,0.00313633,0.00313633,0.00313633
6935,10489.5,0.20626,0.18838,0.78341,0.93477,0.95443,0.98273,0.9664,0.12801,0.12587,0.74604,0.00313534,0.00313534,0.00313534
6936,10491,0.20969,0.19246,0.79398,0.93695,0.95699,0.98392,0.96903,0.12791,0.12582,0.74606,0.00313435,0.00313435,0.00313435
6937,10492.6,0.22065,0.19998,0.78741,0.9456,0.95662,0.98382,0.96911,0.12789,0.1258,0.74606,0.00313336,0.00313336,0.00313336
6938,10494,0.21502,0.19229,0.78922,0.9358,0.95402,0.98187,0.96622,0.12788,0.12581,0.74604,0.00313237,0.00313237,0.00313237
6939,10495.5,0.22742,0.19141,0.79346,0.93774,0.95503,0.98194,0.96693,0.12803,0.12612,0.74604,0.00313138,0.00313138,0.00313138
6940,10497,0.20038,0.1888,0.7902,0.95119,0.9581,0.98339,0.96902,0.12802,0.12585,0.74607,0.00313039,0.00313039,0.00313039
6941,10498.6,0.21937,0.1925,0.79267,0.94845,0.95629,0.98271,0.96757,0.12804,0.12591,0.74605,0.0031294,0.0031294,0.0031294
6942,10500.2,0.20591,0.19114,0.78929,0.94247,0.95642,0.98143,0.96571,0.12804,0.12609,0.74608,0.00312841,0.00312841,0.00312841
6943,10501.8,0.2125,0.18574,0.7892,0.94292,0.95695,0.98254,0.96757,0.12783,0.12589,0.74604,0.00312742,0.00312742,0.00312742
6944,10503.3,0.23466,0.20105,0.79554,0.93769,0.95777,0.98395,0.96788,0.12801,0.12594,0.74601,0.00312643,0.00312643,0.00312643
6945,10504.7,0.20865,0.18526,0.79453,0.93418,0.95547,0.9826,0.96779,0.12794,0.12615,0.74604,0.00312544,0.00312544,0.00312544
6946,10506.3,0.21082,0.19593,0.79025,0.93904,0.95784,0.9836,0.96935,0.12802,0.12609,0.74601,0.00312445,0.00312445,0.00312445
6947,10507.7,0.21325,0.19073,0.7897,0.93786,0.9558,0.98184,0.9665,0.12795,0.12605,0.74602,0.00312346,0.00312346,0.00312346
6948,10509.2,0.20598,0.18412,0.78713,0.9404,0.95789,0.98382,0.96874,0.1279,0.1259,0.74601,0.00312247,0.00312247,0.00312247
6949,10510.7,0.20228,0.18512,0.78376,0.93615,0.95722,0.98376,0.96773,0.12795,0.12598,0.74602,0.00312148,0.00312148,0.00312148
6950,10512.3,0.2128,0.19414,0.78946,0.94061,0.95627,0.9842,0.96807,0.12799,0.12597,0.74602,0.00312049,0.00312049,0.00312049
6951,10513.9,0.22627,0.19903,0.79938,0.93627,0.95723,0.98297,0.96666,0.12792,0.12594,0.74599,0.0031195,0.0031195,0.0031195
6952,10515.5,0.19279,0.18668,0.7846,0.93835,0.95729,0.9835,0.96789,0.12789,0.12593,0.74599,0.00311851,0.00311851,0.00311851
6953,10517,0.18841,0.1835,0.7899,0.93937,0.95727,0.9831,0.96861,0.12789,0.12578,0.746,0.00311752,0.00311752,0.00311752
6954,10518.6,0.20409,0.18895,0.78284,0.93851,0.95732,0.98374,0.96881,0.12797,0.12581,0.746,0.00311653,0.00311653,0.00311653
6955,10520,0.20257,0.1838,0.7847,0.9412,0.9576,0.98435,0.96842,0.12788,0.12579,0.74602,0.00311554,0.00311554,0.00311554
6956,10521.5,0.19705,0.18412,0.78785,0.93715,0.95736,0.98435,0.9708,0.12793,0.12567,0.746,0.00311455,0.00311455,0.00311455
6957,10523,0.21858,0.19662,0.78594,0.93796,0.9582,0.98357,0.96796,0.1279,0.12591,0.746,0.00311356,0.00311356,0.00311356
6958,10524.5,0.21022,0.19389,0.79316,0.93572,0.95693,0.98362,0.96803,0.12786,0.12573,0.74599,0.00311257,0.00311257,0.00311257
6959,10526,0.20423,0.19022,0.78168,0.93686,0.95694,0.98356,0.96758,0.12787,0.12585,0.74599,0.00311158,0.00311158,0.00311158
6960,10527.6,0.19951,0.18888,0.79466,0.93459,0.95692,0.98367,0.96776,0.12791,0.12581,0.74599,0.00311059,0.00311059,0.00311059
6961,10529.2,0.19924,0.19158,0.7837,0.94877,0.95671,0.9825,0.96879,0.12795,0.12581,0.74599,0.0031096,0.0031096,0.0031096
6962,10530.7,0.21018,0.19038,0.79022,0.94789,0.95809,0.98325,0.96835,0.12799,0.12593,0.746,0.00310861,0.00310861,0.00310861
6963,10532.2,0.2089,0.18799,0.79196,0.94918,0.95645,0.98318,0.96788,0.12812,0.12599,0.74597,0.00310762,0.00310762,0.00310762
6964,10533.7,0.20765,0.18768,0.78657,0.94838,0.95594,0.98163,0.96764,0.12805,0.12593,0.74598,0.00310663,0.00310663,0.00310663
6965,10535.2,0.21012,0.19694,0.79255,0.94563,0.95641,0.98305,0.9693,0.12809,0.12594,0.74597,0.00310564,0.00310564,0.00310564
6966,10536.7,0.21856,0.19161,0.7946,0.94773,0.95774,0.98383,0.96828,0.1281,0.12581,0.74599,0.00310465,0.00310465,0.00310465
6967,10538.2,0.22262,0.20064,0.79037,0.94969,0.95784,0.98397,0.9686,0.12818,0.12616,0.74595,0.00310366,0.00310366,0.00310366
6968,10539.7,0.18603,0.17816,0.78611,0.94972,0.95731,0.9831,0.96783,0.12815,0.12609,0.74596,0.00310267,0.00310267,0.00310267
6969,10541.1,0.22835,0.20135,0.78998,0.95122,0.95816,0.98363,0.96997,0.12811,0.12603,0.74597,0.00310168,0.00310168,0.00310168
6970,10542.6,0.22705,0.19587,0.80299,0.94947,0.95732,0.98449,0.96778,0.12802,0.12599,0.74595,0.00310069,0.00310069,0.00310069
6971,10544.2,0.24256,0.20228,0.79968,0.95066,0.95681,0.98337,0.96925,0.12812,0.12608,0.74595,0.0030997,0.0030997,0.0030997
6972,10545.7,0.21459,0.18607,0.79177,0.95223,0.95882,0.98468,0.97071,0.12814,0.12618,0.7459,0.00309871,0.00309871,0.00309871
6973,10547.2,0.21985,0.19747,0.78606,0.95111,0.95882,0.98404,0.96978,0.12817,0.12609,0.74592,0.00309772,0.00309772,0.00309772
6974,10548.7,0.21054,0.18632,0.78655,0.95063,0.95738,0.984,0.97028,0.12807,0.12591,0.74592,0.00309673,0.00309673,0.00309673
6975,10550.2,0.21665,0.19553,0.79153,0.95072,0.95738,0.98385,0.96959,0.12824,0.12607,0.74591,0.00309574,0.00309574,0.00309574
6976,10551.7,0.20573,0.18712,0.7856,0.9355,0.95697,0.9818,0.96812,0.12817,0.12622,0.74591,0.00309475,0.00309475,0.00309475
6977,10553.2,0.20566,0.19354,0.78375,0.94676,0.9561,0.98263,0.968,0.12826,0.12632,0.7459,0.00309376,0.00309376,0.00309376
6978,10554.7,0.24361,0.21004,0.79652,0.93127,0.9561,0.98165,0.96678,0.12813,0.12604,0.74592,0.00309277,0.00309277,0.00309277
6979,10556.2,0.20356,0.19039,0.78807,0.9434,0.95753,0.98348,0.96865,0.1281,0.12596,0.7459,0.00309178,0.00309178,0.00309178
6980,10557.7,0.22109,0.20266,0.78787,0.93554,0.95896,0.98359,0.96872,0.12805,0.12601,0.74589,0.00309079,0.00309079,0.00309079
6981,10559.2,0.20387,0.19659,0.78996,0.9408,0.95807,0.98309,0.96823,0.12814,0.12622,0.74589,0.0030898,0.0030898,0.0030898
6982,10560.8,0.19222,0.18844,0.7864,0.94789,0.95805,0.984,0.96771,0.12798,0.12608,0.74586,0.00308881,0.00308881,0.00308881
6983,10562.3,0.19721,0.1846,0.7858,0.94966,0.95753,0.98281,0.96707,0.12796,0.12604,0.74586,0.00308782,0.00308782,0.00308782
6984,10563.7,0.20455,0.19069,0.78606,0.94717,0.95752,0.9833,0.96866,0.12796,0.12604,0.74586,0.00308683,0.00308683,0.00308683
6985,10565.2,0.21942,0.19146,0.79859,0.93617,0.95837,0.98364,0.96875,0.12786,0.12613,0.74587,0.00308584,0.00308584,0.00308584
6986,10566.7,0.21305,0.20016,0.78778,0.95147,0.95811,0.98351,0.968,0.1279,0.12606,0.74588,0.00308485,0.00308485,0.00308485
6987,10568.2,0.20654,0.18927,0.78715,0.94969,0.9576,0.98197,0.96829,0.1279,0.12602,0.7459,0.00308386,0.00308386,0.00308386
6988,10569.7,0.21914,0.1968,0.79098,0.94888,0.95846,0.98294,0.96614,0.12795,0.12614,0.74588,0.00308287,0.00308287,0.00308287
6989,10571.2,0.20959,0.18252,0.7915,0.93645,0.95797,0.98299,0.96833,0.12792,0.12584,0.74587,0.00308188,0.00308188,0.00308188
6990,10572.7,0.19409,0.1902,0.7808,0.93282,0.95898,0.98255,0.96634,0.1278,0.12575,0.74588,0.00308089,0.00308089,0.00308089
6991,10574.3,0.1993,0.18138,0.7874,0.93762,0.95846,0.98353,0.96877,0.12792,0.12557,0.74588,0.0030799,0.0030799,0.0030799
6992,10575.8,0.21005,0.19255,0.7917,0.94408,0.95714,0.98293,0.96782,0.12795,0.12578,0.74588,0.00307891,0.00307891,0.00307891
6993,10577.4,0.20824,0.1935,0.79081,0.93934,0.95902,0.98335,0.96853,0.12799,0.12568,0.74592,0.00307792,0.00307792,0.00307792
6994,10579,0.20167,0.18968,0.78791,0.95254,0.95958,0.9839,0.96801,0.12785,0.12567,0.74591,0.00307693,0.00307693,0.00307693
6995,10580.5,0.20694,0.1906,0.78201,0.95007,0.95928,0.98372,0.96868,0.12788,0.12575,0.74593,0.00307594,0.00307594,0.00307594
6996,10581.9,0.2032,0.18615,0.78852,0.95213,0.95955,0.98236,0.96616,0.12777,0.12574,0.74594,0.00307495,0.00307495,0.00307495
6997,10583.4,0.1922,0.18127,0.78237,0.94739,0.95874,0.98263,0.96774,0.12774,0.12558,0.74595,0.00307396,0.00307396,0.00307396
6998,10584.9,0.19422,0.18668,0.78497,0.94964,0.95927,0.98291,0.96859,0.12782,0.12566,0.74594,0.00307297,0.00307297,0.00307297
6999,10586.4,0.19863,0.18742,0.78425,0.94779,0.95838,0.98268,0.96626,0.1279,0.12573,0.74592,0.00307198,0.00307198,0.00307198
7000,10587.9,0.21936,0.1952,0.79806,0.93471,0.95789,0.98157,0.96516,0.12788,0.12572,0.74591,0.00307099,0.00307099,0.00307099
7001,10589.5,0.20654,0.18688,0.7881,0.9342,0.95734,0.98204,0.9673,0.12785,0.12567,0.74591,0.00307,0.00307,0.00307
7002,10591.1,0.18822,0.18041,0.78854,0.9372,0.95971,0.9828,0.9676,0.12792,0.12548,0.74594,0.00306901,0.00306901,0.00306901
7003,10592.7,0.21384,0.19227,0.786,0.93323,0.9579,0.98094,0.96464,0.12782,0.12555,0.74588,0.00306802,0.00306802,0.00306802
7004,10594.2,0.18893,0.17615,0.78742,0.93641,0.95967,0.98365,0.96882,0.1278,0.12544,0.74587,0.00306703,0.00306703,0.00306703
7005,10595.7,0.18237,0.18183,0.78695,0.93525,0.95879,0.98154,0.96699,0.12776,0.12558,0.74586,0.00306604,0.00306604,0.00306604
7006,10597.2,0.19648,0.18277,0.78724,0.93624,0.95877,0.98288,0.96847,0.12771,0.12547,0.74584,0.00306505,0.00306505,0.00306505
7007,10598.7,0.1994,0.18834,0.78377,0.93724,0.9593,0.98337,0.96866,0.12766,0.12532,0.74584,0.00306406,0.00306406,0.00306406
7008,10600.2,0.22316,0.19849,0.7949,0.93498,0.9588,0.98165,0.96659,0.12764,0.12542,0.74582,0.00306307,0.00306307,0.00306307
7009,10601.8,0.19299,0.18001,0.78764,0.93621,0.96022,0.98366,0.96997,0.12759,0.12508,0.74581,0.00306208,0.00306208,0.00306208
7010,10603.2,0.19633,0.18217,0.7906,0.93338,0.95822,0.98276,0.9673,0.12753,0.12525,0.74579,0.00306109,0.00306109,0.00306109
7011,10604.8,0.21412,0.1906,0.79863,0.9351,0.95916,0.98203,0.96588,0.12745,0.1253,0.7458,0.0030601,0.0030601,0.0030601
7012,10606.4,0.21168,0.19008,0.79067,0.93541,0.95924,0.98308,0.96846,0.12752,0.12521,0.7458,0.00305911,0.00305911,0.00305911
7013,10607.9,0.20893,0.1887,0.79306,0.93189,0.95689,0.98192,0.96854,0.12749,0.12527,0.7458,0.00305812,0.00305812,0.00305812
7014,10609.5,0.21326,0.19216,0.79686,0.94995,0.95838,0.98233,0.96709,0.1275,0.12536,0.74577,0.00305713,0.00305713,0.00305713
7015,10611,0.20357,0.18637,0.78973,0.947,0.95772,0.98196,0.96585,0.12751,0.12528,0.74576,0.00305614,0.00305614,0.00305614
7016,10612.5,0.22948,0.19495,0.8002,0.94891,0.95837,0.98212,0.96598,0.12747,0.12521,0.74576,0.00305515,0.00305515,0.00305515
7017,10613.9,0.19898,0.18097,0.79111,0.94926,0.95895,0.98271,0.96677,0.12739,0.12524,0.74576,0.00305416,0.00305416,0.00305416
7018,10615.5,0.20668,0.19133,0.78854,0.94908,0.9574,0.98146,0.96623,0.12739,0.12535,0.74575,0.00305317,0.00305317,0.00305317
7019,10616.9,0.20273,0.18829,0.78835,0.94923,0.95978,0.98364,0.96641,0.12741,0.1254,0.74574,0.00305218,0.00305218,0.00305218
7020,10618.4,0.19584,0.18583,0.78646,0.94981,0.95982,0.98404,0.9686,0.12742,0.12537,0.74574,0.00305119,0.00305119,0.00305119
7021,10620,0.21256,0.18862,0.79201,0.94642,0.95925,0.98324,0.96806,0.12731,0.12538,0.74574,0.0030502,0.0030502,0.0030502
7022,10621.5,0.20919,0.18859,0.79101,0.94297,0.95719,0.98164,0.96488,0.1274,0.12542,0.74575,0.00304921,0.00304921,0.00304921
7023,10623,0.23245,0.1974,0.79286,0.94625,0.95935,0.98332,0.9673,0.12741,0.12536,0.74574,0.00304822,0.00304822,0.00304822
7024,10624.5,0.20309,0.19297,0.78965,0.94663,0.95988,0.98381,0.96671,0.12751,0.1252,0.74575,0.00304723,0.00304723,0.00304723
7025,10626,0.20495,0.18801,0.78965,0.94584,0.95935,0.98266,0.96643,0.12741,0.12533,0.74575,0.00304624,0.00304624,0.00304624
7026,10627.5,0.20723,0.18851,0.79844,0.94473,0.95849,0.98199,0.96573,0.12744,0.12536,0.74575,0.00304525,0.00304525,0.00304525
7027,10629,0.19541,0.18438,0.78264,0.93966,0.95837,0.98192,0.96729,0.1274,0.12537,0.74574,0.00304426,0.00304426,0.00304426
7028,10630.5,0.21195,0.19826,0.79097,0.9406,0.95921,0.9829,0.96579,0.12743,0.12535,0.74573,0.00304327,0.00304327,0.00304327
7029,10631.9,0.19449,0.18316,0.78181,0.9291,0.95679,0.98197,0.96524,0.12752,0.1253,0.74574,0.00304228,0.00304228,0.00304228
7030,10633.5,0.21162,0.19207,0.79512,0.9316,0.95869,0.98404,0.96942,0.12756,0.12519,0.74574,0.00304129,0.00304129,0.00304129
7031,10635.1,0.20769,0.19005,0.79026,0.93066,0.95814,0.98173,0.96637,0.12745,0.12512,0.74575,0.0030403,0.0030403,0.0030403
7032,10636.7,0.20807,0.19422,0.7873,0.9307,0.95762,0.98205,0.96791,0.12758,0.12531,0.74576,0.00303931,0.00303931,0.00303931
7033,10638.2,0.20614,0.18737,0.79633,0.93154,0.95957,0.98259,0.96754,0.12756,0.12517,0.74576,0.00303832,0.00303832,0.00303832
7034,10639.7,0.19459,0.18478,0.78636,0.93406,0.95818,0.98305,0.96782,0.1276,0.12524,0.74575,0.00303733,0.00303733,0.00303733
7035,10641.2,0.21687,0.1962,0.79411,0.94071,0.95861,0.98268,0.96632,0.1275,0.12519,0.74576,0.00303634,0.00303634,0.00303634
7036,10642.7,0.20673,0.18894,0.79217,0.93419,0.9581,0.98354,0.96862,0.12763,0.12531,0.74575,0.00303535,0.00303535,0.00303535
7037,10644.2,0.19873,0.18314,0.78647,0.93167,0.95808,0.98194,0.96557,0.12773,0.12532,0.74575,0.00303436,0.00303436,0.00303436
7038,10645.7,0.21541,0.19657,0.8004,0.93288,0.95672,0.98158,0.96734,0.12775,0.1254,0.74574,0.00303337,0.00303337,0.00303337
7039,10647.2,0.19656,0.1841,0.78796,0.93327,0.95721,0.98263,0.96779,0.12763,0.12509,0.74574,0.00303238,0.00303238,0.00303238
7040,10648.7,0.19457,0.18719,0.78843,0.93381,0.95857,0.98438,0.9697,0.12765,0.12524,0.74573,0.00303139,0.00303139,0.00303139
7041,10650.3,0.20674,0.18811,0.7915,0.93599,0.95892,0.98382,0.96824,0.1277,0.1253,0.74571,0.0030304,0.0030304,0.0030304
7042,10651.9,0.19044,0.18286,0.77672,0.93505,0.95946,0.98476,0.96829,0.12768,0.12544,0.7457,0.00302941,0.00302941,0.00302941
7043,10653.4,0.21403,0.19832,0.78849,0.93102,0.95724,0.98295,0.96924,0.12767,0.12544,0.7457,0.00302842,0.00302842,0.00302842
7044,10654.9,0.22741,0.19613,0.80047,0.93253,0.95724,0.98254,0.96677,0.12757,0.12541,0.7457,0.00302743,0.00302743,0.00302743
7045,10656.4,0.19177,0.17994,0.79019,0.93066,0.95859,0.98252,0.96837,0.12766,0.12543,0.74571,0.00302644,0.00302644,0.00302644
7046,10657.8,0.20639,0.18641,0.79512,0.92812,0.95894,0.98177,0.96853,0.12771,0.1254,0.7457,0.00302545,0.00302545,0.00302545
7047,10659.4,0.20459,0.18754,0.78992,0.9265,0.95673,0.98034,0.9665,0.12781,0.12533,0.74571,0.00302446,0.00302446,0.00302446
7048,10660.9,0.2126,0.19051,0.78997,0.92843,0.95942,0.98246,0.96791,0.12776,0.12559,0.7457,0.00302347,0.00302347,0.00302347
7049,10662.4,0.20764,0.19253,0.79476,0.94232,0.95722,0.98191,0.96649,0.12791,0.12561,0.74571,0.00302248,0.00302248,0.00302248
7050,10663.9,0.20747,0.19111,0.7987,0.94261,0.95813,0.98167,0.96878,0.128,0.12573,0.74571,0.00302149,0.00302149,0.00302149
7051,10665.4,0.20924,0.19001,0.79145,0.94087,0.95814,0.98219,0.96805,0.12797,0.12575,0.7457,0.0030205,0.0030205,0.0030205
7052,10667,0.20063,0.1873,0.78562,0.94032,0.95675,0.98151,0.9656,0.12795,0.1258,0.74571,0.00301951,0.00301951,0.00301951
7053,10668.5,0.19734,0.1831,0.77751,0.93957,0.95673,0.98097,0.96781,0.12802,0.12573,0.7457,0.00301852,0.00301852,0.00301852
7054,10670,0.21639,0.19611,0.79226,0.9384,0.95764,0.98198,0.96911,0.12783,0.12554,0.74571,0.00301753,0.00301753,0.00301753
7055,10671.4,0.20625,0.18282,0.80015,0.94308,0.95815,0.98131,0.96545,0.12785,0.12568,0.74569,0.00301654,0.00301654,0.00301654
7056,10672.9,0.20268,0.18297,0.79411,0.94576,0.95951,0.98357,0.97005,0.12797,0.12565,0.74569,0.00301555,0.00301555,0.00301555
7057,10674.5,0.19648,0.18379,0.78551,0.94498,0.95948,0.98209,0.96658,0.12794,0.12546,0.7457,0.00301456,0.00301456,0.00301456
7058,10676,0.1973,0.18031,0.78736,0.93984,0.9567,0.98157,0.96879,0.12796,0.12566,0.74569,0.00301357,0.00301357,0.00301357
7059,10677.5,0.20361,0.18426,0.79322,0.94299,0.95896,0.98281,0.96852,0.12803,0.12558,0.74568,0.00301258,0.00301258,0.00301258
7060,10679,0.20932,0.19081,0.78612,0.9438,0.95813,0.98119,0.96591,0.12797,0.12556,0.74568,0.00301159,0.00301159,0.00301159
7061,10680.6,0.21465,0.18819,0.79417,0.94324,0.9576,0.98209,0.96788,0.12803,0.12552,0.74567,0.0030106,0.0030106,0.0030106
7062,10682.2,0.21704,0.19149,0.79296,0.92787,0.95761,0.98217,0.96738,0.12808,0.12549,0.74568,0.00300961,0.00300961,0.00300961
7063,10683.7,0.21357,0.19191,0.79143,0.92896,0.95908,0.98236,0.96968,0.1281,0.12539,0.74568,0.00300862,0.00300862,0.00300862
7064,10685.2,0.21434,0.18989,0.7959,0.9266,0.95719,0.98168,0.96674,0.12806,0.12543,0.74569,0.00300763,0.00300763,0.00300763
7065,10686.7,0.22196,0.18853,0.79528,0.92636,0.95771,0.98144,0.96859,0.12813,0.12549,0.74567,0.00300664,0.00300664,0.00300664
7066,10688.2,0.20043,0.17673,0.79772,0.92963,0.95802,0.98211,0.96915,0.12825,0.12554,0.74567,0.00300565,0.00300565,0.00300565
7067,10689.7,0.19666,0.18354,0.78953,0.92781,0.95892,0.98285,0.96695,0.12828,0.12536,0.74567,0.00300466,0.00300466,0.00300466
7068,10691.2,0.21198,0.19038,0.78997,0.93002,0.95799,0.98121,0.9666,0.12836,0.12551,0.74568,0.00300367,0.00300367,0.00300367
7069,10692.8,0.18609,0.17958,0.78662,0.94044,0.95757,0.98036,0.96538,0.12839,0.12534,0.74569,0.00300268,0.00300268,0.00300268
7070,10694.3,0.19927,0.18696,0.78279,0.94775,0.95949,0.98426,0.96944,0.12836,0.12538,0.74568,0.00300169,0.00300169,0.00300169
7071,10695.9,0.2154,0.19501,0.78639,0.94663,0.95855,0.9833,0.96754,0.12851,0.12562,0.74569,0.0030007,0.0030007,0.0030007
7072,10697.5,0.20362,0.18558,0.78823,0.94534,0.95891,0.98433,0.96975,0.12856,0.12545,0.74569,0.00299971,0.00299971,0.00299971
7073,10699,0.22029,0.19541,0.79174,0.94232,0.95755,0.98342,0.96908,0.12861,0.1255,0.7457,0.00299872,0.00299872,0.00299872
7074,10700.5,0.20797,0.18551,0.79209,0.94507,0.95889,0.98431,0.96982,0.12858,0.12534,0.74571,0.00299773,0.00299773,0.00299773
7075,10702,0.19889,0.1903,0.78296,0.94343,0.95846,0.98349,0.96977,0.1286,0.12547,0.74571,0.00299674,0.00299674,0.00299674
7076,10703.5,0.20823,0.18715,0.78716,0.94141,0.95706,0.98331,0.97075,0.12861,0.12542,0.74568,0.00299575,0.00299575,0.00299575
7077,10704.9,0.21542,0.19612,0.78742,0.94352,0.95657,0.98294,0.97015,0.12865,0.12551,0.7457,0.00299476,0.00299476,0.00299476
7078,10706.5,0.17912,0.17526,0.78572,0.94739,0.95904,0.98404,0.9693,0.12864,0.12572,0.7457,0.00299377,0.00299377,0.00299377
7079,10707.9,0.21618,0.19376,0.78605,0.94691,0.95798,0.9831,0.96902,0.12863,0.1257,0.7457,0.00299278,0.00299278,0.00299278
7080,10709.4,0.22341,0.18931,0.79918,0.94734,0.95877,0.98442,0.97008,0.12858,0.12566,0.74568,0.00299179,0.00299179,0.00299179
7081,10711.1,0.20109,0.1894,0.78426,0.94624,0.9564,0.98196,0.96939,0.12863,0.12565,0.74569,0.0029908,0.0029908,0.0029908
7082,10712.7,0.192,0.17568,0.78554,0.94508,0.95641,0.98265,0.96894,0.12857,0.12556,0.74569,0.00298981,0.00298981,0.00298981
7083,10714.2,0.20659,0.18874,0.7984,0.94658,0.95722,0.98299,0.96986,0.12859,0.12557,0.74569,0.00298882,0.00298882,0.00298882
7084,10715.7,0.20903,0.19359,0.79057,0.95028,0.95867,0.98281,0.96909,0.12853,0.12544,0.74569,0.00298783,0.00298783,0.00298783
7085,10717.2,0.2025,0.18807,0.78512,0.94681,0.9564,0.98064,0.96643,0.12858,0.12544,0.74568,0.00298684,0.00298684,0.00298684
7086,10718.6,0.20772,0.1894,0.79047,0.94691,0.95777,0.9827,0.96767,0.12848,0.12547,0.74568,0.00298585,0.00298585,0.00298585
7087,10720.1,0.21452,0.19386,0.79579,0.94696,0.9587,0.98279,0.96762,0.12858,0.12555,0.74569,0.00298486,0.00298486,0.00298486
7088,10721.6,0.21085,0.19311,0.78748,0.9474,0.95633,0.98119,0.96649,0.12849,0.12538,0.74569,0.00298387,0.00298387,0.00298387
7089,10723.1,0.20279,0.18213,0.78814,0.94656,0.95775,0.98238,0.9673,0.1285,0.12531,0.74568,0.00298288,0.00298288,0.00298288
7090,10724.6,0.201,0.18007,0.79156,0.94579,0.95687,0.98128,0.9674,0.12848,0.12525,0.74567,0.00298189,0.00298189,0.00298189
7091,10726.2,0.20942,0.18652,0.79304,0.94667,0.95792,0.98187,0.96894,0.12848,0.12521,0.74569,0.0029809,0.0029809,0.0029809
7092,10727.8,0.21078,0.19519,0.79372,0.94716,0.95737,0.98227,0.96674,0.12849,0.12534,0.74568,0.00297991,0.00297991,0.00297991
7093,10729.3,0.19315,0.18597,0.78529,0.94936,0.95723,0.98291,0.96799,0.12846,0.12544,0.74568,0.00297892,0.00297892,0.00297892
7094,10730.8,0.21947,0.20074,0.78696,0.95043,0.95744,0.98248,0.96722,0.12851,0.12531,0.74567,0.00297793,0.00297793,0.00297793
7095,10732.3,0.19845,0.18147,0.7765,0.94534,0.95644,0.98271,0.96959,0.12857,0.12546,0.74566,0.00297694,0.00297694,0.00297694
7096,10733.8,0.20331,0.18314,0.78883,0.94385,0.95748,0.98254,0.96761,0.12853,0.12549,0.74564,0.00297595,0.00297595,0.00297595
7097,10735.3,0.19818,0.17849,0.79105,0.94962,0.9594,0.98309,0.96855,0.1285,0.12545,0.74563,0.00297496,0.00297496,0.00297496
7098,10736.8,0.20211,0.18473,0.78551,0.94764,0.95695,0.98275,0.969,0.12854,0.12531,0.74562,0.00297397,0.00297397,0.00297397
