epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
574,910.663,0.51502,0.4246,0.84395,0.75448,0.91104,0.92461,0.8523,0.41368,0.33226,0.80296,0.00943273,0.00943273,0.00943273
575,912.234,0.49381,0.42164,0.84044,0.79346,0.90587,0.92948,0.85775,0.39211,0.3246,0.80097,0.00943174,0.00943174,0.00943174
576,913.834,0.49537,0.4112,0.84101,0.8091,0.90149,0.93915,0.86728,0.39533,0.32445,0.80163,0.00943075,0.00943075,0.00943075
577,915.362,0.50731,0.42012,0.83943,0.83085,0.90563,0.94739,0.88485,0.38335,0.31936,0.79925,0.00942976,0.00942976,0.00942976
578,916.885,0.48779,0.40002,0.8345,0.80813,0.89657,0.94385,0.8729,0.42409,0.32923,0.80431,0.00942877,0.00942877,0.00942877
579,918.419,0.52481,0.42408,0.85109,0.82074,0.89553,0.93622,0.87813,0.37358,0.31279,0.79686,0.00942778,0.00942778,0.00942778
580,920.014,0.51652,0.42274,0.83472,0.83764,0.84602,0.92876,0.87007,0.37539,0.31432,0.79804,0.00942679,0.00942679,0.00942679
581,921.56,0.52567,0.41714,0.83425,0.8141,0.89135,0.93884,0.87773,0.40771,0.32411,0.79959,0.0094258,0.0094258,0.0094258
582,923.154,0.52061,0.41516,0.84104,0.82649,0.91953,0.94364,0.87991,0.37486,0.31924,0.79602,0.00942481,0.00942481,0.00942481
583,924.718,0.51184,0.41338,0.84061,0.8199,0.92256,0.95261,0.89443,0.36822,0.31562,0.79377,0.00942382,0.00942382,0.00942382
584,926.234,0.53505,0.41233,0.83566,0.77076,0.92586,0.93821,0.87387,0.39519,0.32497,0.79677,0.00942283,0.00942283,0.00942283
585,927.743,0.50459,0.41701,0.845,0.74551,0.93539,0.93991,0.87669,0.38175,0.31884,0.79609,0.00942184,0.00942184,0.00942184
586,929.284,0.50022,0.40616,0.83826,0.76708,0.92554,0.94691,0.88375,0.37759,0.32002,0.79344,0.00942085,0.00942085,0.00942085
587,930.816,0.52025,0.41551,0.84292,0.80786,0.89185,0.95219,0.87961,0.4055,0.32585,0.79693,0.00941986,0.00941986,0.00941986
588,932.301,0.52747,0.41723,0.84105,0.81369,0.89675,0.94916,0.88375,0.37728,0.31442,0.79401,0.00941887,0.00941887,0.00941887
589,933.861,0.49687,0.40515,0.84599,0.85181,0.8806,0.95361,0.88878,0.36559,0.31064,0.79217,0.00941788,0.00941788,0.00941788
590,935.409,0.52689,0.4081,0.83856,0.86621,0.87308,0.95555,0.88576,0.40101,0.31994,0.79637,0.00941689,0.00941689,0.00941689
591,936.981,0.53106,0.42225,0.84059,0.8308,0.88121,0.947,0.88261,0.3653,0.32367,0.79224,0.0094159,0.0094159,0.0094159
592,938.677,0.49316,0.40443,0.84527,0.83717,0.90964,0.95236,0.88911,0.37215,0.3134,0.79378,0.00941491,0.00941491,0.00941491
593,940.178,0.51804,0.41646,0.84268,0.82709,0.88048,0.94933,0.87146,0.405,0.32583,0.79574,0.00941392,0.00941392,0.00941392
594,941.73,0.5245,0.41305,0.83879,0.84464,0.89056,0.94279,0.88257,0.36905,0.31449,0.79304,0.00941293,0.00941293,0.00941293
595,943.272,0.507,0.41073,0.84051,0.8274,0.87097,0.94142,0.87902,0.37682,0.31663,0.79393,0.00941194,0.00941194,0.00941194
596,944.805,0.51637,0.41354,0.84077,0.82017,0.86892,0.94095,0.87629,0.39996,0.32166,0.79728,0.00941095,0.00941095,0.00941095
597,946.311,0.49398,0.39827,0.84523,0.8112,0.86692,0.94297,0.87601,0.37689,0.31537,0.79415,0.00940996,0.00940996,0.00940996
598,947.86,0.49689,0.41092,0.83916,0.72764,0.92892,0.93024,0.86507,0.37538,0.31341,0.79464,0.00940897,0.00940897,0.00940897
599,949.384,0.50182,0.40789,0.83691,0.70845,0.95297,0.92993,0.86331,0.38768,0.32625,0.79693,0.00940798,0.00940798,0.00940798
600,950.915,0.48175,0.4045,0.84324,0.67688,0.96897,0.91904,0.8538,0.38501,0.32292,0.79542,0.00940699,0.00940699,0.00940699
601,952.542,0.48841,0.41364,0.84182,0.76873,0.92699,0.93019,0.8628,0.37531,0.32585,0.79359,0.009406,0.009406,0.009406
602,954.056,0.50545,0.41811,0.84682,0.80764,0.89486,0.92568,0.85302,0.40582,0.34131,0.79514,0.00940501,0.00940501,0.00940501
603,955.639,0.47743,0.41362,0.83548,0.81686,0.91356,0.93252,0.86691,0.37729,0.32726,0.79258,0.00940402,0.00940402,0.00940402
604,957.213,0.52478,0.42393,0.83962,0.77966,0.92618,0.93537,0.86131,0.36947,0.31904,0.79276,0.00940303,0.00940303,0.00940303
605,958.797,0.51212,0.4138,0.85302,0.80579,0.91276,0.93284,0.85885,0.41381,0.33499,0.79764,0.00940204,0.00940204,0.00940204
606,960.405,0.52775,0.42989,0.84142,0.82956,0.90285,0.93032,0.86305,0.36447,0.31987,0.79083,0.00940105,0.00940105,0.00940105
607,961.962,0.52597,0.42907,0.84262,0.82305,0.88017,0.926,0.85932,0.37395,0.3246,0.79284,0.00940006,0.00940006,0.00940006
608,963.49,0.53053,0.43834,0.8305,0.81716,0.8854,0.92964,0.86089,0.38315,0.32726,0.79236,0.00939907,0.00939907,0.00939907
609,965.012,0.54089,0.43112,0.84519,0.85147,0.88819,0.94164,0.87544,0.37561,0.31595,0.79573,0.00939808,0.00939808,0.00939808
610,966.55,0.49882,0.40782,0.83893,0.81629,0.9111,0.94548,0.8823,0.3646,0.30789,0.79537,0.00939709,0.00939709,0.00939709
611,968.232,0.52279,0.42266,0.84927,0.82528,0.91261,0.94529,0.88091,0.38711,0.31067,0.79428,0.0093961,0.0093961,0.0093961
612,969.797,0.49006,0.39836,0.83575,0.83618,0.89122,0.93751,0.87597,0.3673,0.30689,0.79535,0.00939511,0.00939511,0.00939511
613,971.368,0.49662,0.4044,0.8395,0.82148,0.8954,0.94821,0.88549,0.37516,0.30709,0.7968,0.00939412,0.00939412,0.00939412
614,972.882,0.49666,0.39762,0.84523,0.81501,0.89907,0.941,0.87453,0.43427,0.32737,0.79904,0.00939313,0.00939313,0.00939313
615,974.453,0.50548,0.40494,0.83338,0.81596,0.90502,0.93852,0.87814,0.37882,0.30979,0.79587,0.00939214,0.00939214,0.00939214
616,975.919,0.4915,0.40449,0.83491,0.80847,0.90592,0.93349,0.87596,0.37447,0.31158,0.7944,0.00939115,0.00939115,0.00939115
617,977.483,0.49204,0.41424,0.84313,0.78252,0.90402,0.9317,0.86995,0.3986,0.32359,0.79377,0.00939016,0.00939016,0.00939016
618,978.999,0.48243,0.4123,0.84086,0.82461,0.89327,0.93609,0.88038,0.3727,0.31263,0.79432,0.00938917,0.00938917,0.00938917
619,980.522,0.51125,0.43558,0.84565,0.82043,0.88065,0.94072,0.87838,0.38773,0.32567,0.79737,0.00938818,0.00938818,0.00938818
620,982.065,0.46957,0.40788,0.82872,0.81898,0.85902,0.93376,0.85996,0.41162,0.33649,0.80086,0.00938719,0.00938719,0.00938719
621,983.698,0.48558,0.41395,0.84031,0.80082,0.86622,0.91115,0.84433,0.39918,0.33953,0.79901,0.0093862,0.0093862,0.0093862
622,985.309,0.51162,0.43762,0.85071,0.79841,0.87035,0.90962,0.83886,0.39662,0.33203,0.79787,0.00938521,0.00938521,0.00938521
623,986.832,0.51148,0.42204,0.82611,0.78345,0.87214,0.907,0.83604,0.40716,0.33702,0.80099,0.00938422,0.00938422,0.00938422
624,988.365,0.5027,0.42148,0.83695,0.79921,0.88606,0.93693,0.86873,0.37942,0.32628,0.7965,0.00938323,0.00938323,0.00938323
625,989.866,0.49812,0.42392,0.84338,0.7801,0.92712,0.93256,0.86414,0.36876,0.31599,0.79493,0.00938224,0.00938224,0.00938224
626,991.432,0.48562,0.40889,0.85273,0.73248,0.90269,0.92703,0.86383,0.39394,0.32913,0.7973,0.00938125,0.00938125,0.00938125
627,992.942,0.48374,0.40527,0.8361,0.77599,0.9003,0.93849,0.86989,0.37544,0.3202,0.79665,0.00938026,0.00938026,0.00938026
628,994.504,0.52544,0.40925,0.84326,0.76737,0.88558,0.91272,0.84013,0.39785,0.31918,0.79936,0.00937927,0.00937927,0.00937927
629,996.045,0.49066,0.39338,0.83391,0.78578,0.87652,0.92218,0.85216,0.38362,0.31538,0.79895,0.00937828,0.00937828,0.00937828
630,997.671,0.51047,0.40657,0.84012,0.794,0.85938,0.93411,0.85907,0.41381,0.32436,0.80246,0.00937729,0.00937729,0.00937729
631,999.239,0.49974,0.40971,0.84329,0.82342,0.86536,0.94549,0.87327,0.40772,0.31902,0.80187,0.0093763,0.0093763,0.0093763
632,1000.83,0.50676,0.39535,0.84105,0.84912,0.84982,0.95355,0.87808,0.39144,0.31674,0.80097,0.00937531,0.00937531,0.00937531
633,1002.37,0.48497,0.39724,0.83692,0.8421,0.86176,0.94386,0.87863,0.3973,0.32021,0.79919,0.00937432,0.00937432,0.00937432
634,1003.94,0.50935,0.40707,0.83676,0.83288,0.87628,0.9433,0.8755,0.38489,0.31795,0.79871,0.00937333,0.00937333,0.00937333
635,1005.52,0.50765,0.41452,0.83133,0.83066,0.85204,0.94819,0.87599,0.39761,0.32522,0.79938,0.00937234,0.00937234,0.00937234
636,1007,0.48706,0.39836,0.8252,0.84342,0.88162,0.95147,0.88349,0.37423,0.31121,0.79531,0.00937135,0.00937135,0.00937135
637,1008.55,0.49669,0.39703,0.83581,0.84931,0.8665,0.94863,0.87623,0.37208,0.3067,0.79512,0.00937036,0.00937036,0.00937036
638,1010.13,0.49594,0.41136,0.83265,0.88564,0.87512,0.95532,0.88685,0.38613,0.31164,0.79494,0.00936937,0.00936937,0.00936937
639,1011.62,0.48035,0.39769,0.84049,0.84382,0.88604,0.95237,0.88873,0.37554,0.30623,0.7948,0.00936838,0.00936838,0.00936838
640,1013.18,0.49281,0.40104,0.84621,0.83885,0.89073,0.94414,0.87927,0.37544,0.30826,0.79388,0.00936739,0.00936739,0.00936739
641,1014.77,0.5064,0.41139,0.83482,0.77653,0.91346,0.94494,0.87968,0.37034,0.30783,0.79395,0.0093664,0.0093664,0.0093664
642,1016.31,0.50522,0.39976,0.8355,0.76453,0.93217,0.9407,0.86873,0.38158,0.30877,0.79446,0.00936541,0.00936541,0.00936541
643,1017.84,0.49252,0.40533,0.84098,0.76488,0.90438,0.93886,0.87499,0.37151,0.31344,0.79372,0.00936442,0.00936442,0.00936442
644,1019.36,0.50538,0.40277,0.83317,0.78649,0.91287,0.9457,0.88133,0.36384,0.30875,0.79203,0.00936343,0.00936343,0.00936343
645,1020.91,0.48002,0.40621,0.83424,0.77946,0.90232,0.94176,0.87915,0.36251,0.31068,0.79193,0.00936244,0.00936244,0.00936244
646,1022.48,0.51898,0.4158,0.83623,0.74961,0.93145,0.9468,0.88304,0.35763,0.30711,0.7933,0.00936145,0.00936145,0.00936145
647,1023.94,0.47933,0.3877,0.83905,0.81719,0.89989,0.94668,0.88175,0.38481,0.31628,0.79522,0.00936046,0.00936046,0.00936046
648,1025.45,0.50085,0.39846,0.84137,0.81375,0.88862,0.94831,0.88215,0.35495,0.30587,0.79393,0.00935947,0.00935947,0.00935947
649,1027.09,0.50619,0.41145,0.83082,0.74237,0.95461,0.94838,0.88223,0.35139,0.30562,0.7914,0.00935848,0.00935848,0.00935848
650,1028.68,0.49277,0.40827,0.8432,0.79337,0.92873,0.95153,0.88584,0.39011,0.31971,0.79348,0.00935749,0.00935749,0.00935749
651,1030.17,0.47543,0.3961,0.84171,0.83743,0.90201,0.9395,0.88016,0.35671,0.31213,0.79118,0.0093565,0.0093565,0.0093565
652,1031.77,0.45802,0.39011,0.8238,0.84168,0.8899,0.94351,0.87751,0.36967,0.31191,0.79227,0.00935551,0.00935551,0.00935551
653,1033.3,0.49119,0.41014,0.83775,0.8256,0.90068,0.94106,0.88104,0.37209,0.31775,0.79367,0.00935452,0.00935452,0.00935452
654,1034.89,0.48471,0.4027,0.82983,0.84145,0.85769,0.93994,0.88143,0.36477,0.315,0.78969,0.00935353,0.00935353,0.00935353
655,1036.39,0.481,0.40197,0.84182,0.83417,0.90576,0.94276,0.88673,0.35658,0.30856,0.78896,0.00935254,0.00935254,0.00935254
656,1037.96,0.50224,0.39649,0.84099,0.87623,0.90135,0.94942,0.89169,0.35842,0.30644,0.79077,0.00935155,0.00935155,0.00935155
657,1039.52,0.48699,0.3982,0.83166,0.85796,0.90316,0.93955,0.88342,0.35782,0.30673,0.78915,0.00935056,0.00935056,0.00935056
658,1041.06,0.48363,0.39151,0.83105,0.86401,0.89852,0.94702,0.88809,0.36029,0.30456,0.79017,0.00934957,0.00934957,0.00934957
659,1042.7,0.47372,0.38775,0.83391,0.87075,0.89606,0.94626,0.88919,0.35071,0.30423,0.78869,0.00934858,0.00934858,0.00934858
660,1044.3,0.47377,0.38848,0.83727,0.86545,0.89017,0.94944,0.89356,0.36519,0.30488,0.78983,0.00934759,0.00934759,0.00934759
661,1045.81,0.50475,0.41467,0.84523,0.84952,0.91657,0.94907,0.88932,0.34787,0.30052,0.78738,0.0093466,0.0093466,0.0093466
662,1047.29,0.4757,0.39222,0.8324,0.84995,0.90375,0.94363,0.88749,0.36354,0.30828,0.78692,0.00934561,0.00934561,0.00934561
663,1048.79,0.47283,0.38642,0.82366,0.83895,0.90538,0.94682,0.89267,0.35072,0.30166,0.78746,0.00934462,0.00934462,0.00934462
664,1050.35,0.50513,0.40487,0.8304,0.86162,0.89673,0.94995,0.8918,0.35139,0.3034,0.78761,0.00934363,0.00934363,0.00934363
665,1051.91,0.50589,0.39912,0.83795,0.86871,0.89014,0.94928,0.89561,0.35532,0.307,0.78646,0.00934264,0.00934264,0.00934264
666,1053.41,0.50326,0.40763,0.8307,0.86882,0.88884,0.95204,0.89303,0.36208,0.30222,0.78839,0.00934165,0.00934165,0.00934165
667,1054.94,0.47058,0.39333,0.83533,0.8561,0.89106,0.94676,0.89381,0.34702,0.29659,0.78777,0.00934066,0.00934066,0.00934066
668,1056.58,0.46446,0.37468,0.83634,0.86545,0.89105,0.94824,0.88898,0.36694,0.30054,0.7902,0.00933967,0.00933967,0.00933967
669,1058.15,0.49238,0.39567,0.8397,0.84518,0.8997,0.94088,0.89039,0.34574,0.2976,0.78805,0.00933868,0.00933868,0.00933868
670,1059.77,0.49624,0.39312,0.82978,0.81908,0.91872,0.9421,0.88727,0.35733,0.30258,0.79,0.00933769,0.00933769,0.00933769
671,1061.31,0.48644,0.3929,0.83175,0.83243,0.91641,0.9392,0.88294,0.35203,0.30238,0.78794,0.0093367,0.0093367,0.0093367
672,1062.82,0.48184,0.39811,0.83875,0.84209,0.9153,0.94092,0.88138,0.35537,0.30025,0.79083,0.00933571,0.00933571,0.00933571
673,1064.3,0.46819,0.39041,0.83807,0.80156,0.92732,0.93551,0.87428,0.3691,0.30648,0.79196,0.00933472,0.00933472,0.00933472
674,1065.82,0.47532,0.39143,0.83188,0.78919,0.94408,0.94775,0.88671,0.35298,0.3022,0.78982,0.00933373,0.00933373,0.00933373
675,1067.36,0.51419,0.40357,0.83053,0.76986,0.94196,0.94207,0.87542,0.36564,0.30703,0.79078,0.00933274,0.00933274,0.00933274
676,1068.87,0.48963,0.39556,0.83518,0.84174,0.85481,0.9425,0.87364,0.37118,0.31248,0.79081,0.00933175,0.00933175,0.00933175
677,1070.44,0.50885,0.41386,0.82581,0.85115,0.84817,0.9375,0.87476,0.34828,0.30559,0.78767,0.00933076,0.00933076,0.00933076
678,1071.9,0.4791,0.39058,0.82554,0.81372,0.88076,0.94073,0.87339,0.37405,0.31309,0.78985,0.00932977,0.00932977,0.00932977
679,1073.52,0.47768,0.39583,0.82706,0.80899,0.87312,0.94387,0.87443,0.36682,0.3102,0.78873,0.00932878,0.00932878,0.00932878
680,1075.11,0.45261,0.39022,0.83291,0.8007,0.88289,0.9401,0.87852,0.33428,0.30163,0.78565,0.00932779,0.00932779,0.00932779
681,1076.59,0.47942,0.39204,0.82876,0.77203,0.91803,0.93682,0.86812,0.36553,0.30726,0.78955,0.0093268,0.0093268,0.0093268
682,1078.12,0.49707,0.42021,0.84377,0.78803,0.90175,0.93613,0.87581,0.34399,0.30472,0.78587,0.00932581,0.00932581,0.00932581
683,1079.66,0.49651,0.40691,0.82661,0.81585,0.89657,0.94151,0.88093,0.34716,0.30434,0.78531,0.00932482,0.00932482,0.00932482
684,1081.13,0.47523,0.39278,0.82746,0.81568,0.89914,0.9381,0.87953,0.34122,0.30011,0.78575,0.00932383,0.00932383,0.00932383
685,1082.63,0.46882,0.40978,0.83387,0.79457,0.91891,0.93932,0.87357,0.3406,0.29799,0.78633,0.00932284,0.00932284,0.00932284
686,1084.13,0.48444,0.40976,0.83372,0.80471,0.92041,0.94473,0.88068,0.36241,0.30338,0.78726,0.00932185,0.00932185,0.00932185
687,1085.6,0.48086,0.40502,0.83996,0.81624,0.90147,0.9434,0.88106,0.33745,0.2977,0.78724,0.00932086,0.00932086,0.00932086
688,1087.17,0.51529,0.40627,0.8404,0.84133,0.86058,0.94781,0.86985,0.34292,0.29272,0.79044,0.00931987,0.00931987,0.00931987
689,1088.85,0.47702,0.38778,0.83861,0.8509,0.8783,0.95203,0.87263,0.35405,0.30017,0.78938,0.00931888,0.00931888,0.00931888
690,1090.4,0.48747,0.41228,0.82882,0.83276,0.85011,0.95065,0.86492,0.35271,0.29471,0.79449,0.00931789,0.00931789,0.00931789
691,1092.01,0.47989,0.40584,0.83937,0.8312,0.85592,0.94757,0.87682,0.35127,0.30029,0.79267,0.0093169,0.0093169,0.0093169
692,1093.49,0.47999,0.41017,0.83936,0.80178,0.93238,0.94944,0.89086,0.34893,0.29448,0.78863,0.00931591,0.00931591,0.00931591
693,1095.01,0.46914,0.39131,0.83299,0.8398,0.88942,0.94518,0.88465,0.34999,0.3022,0.78989,0.00931492,0.00931492,0.00931492
694,1096.49,0.4719,0.39599,0.83104,0.8343,0.88463,0.94547,0.88271,0.35437,0.29833,0.79141,0.00931393,0.00931393,0.00931393
695,1097.98,0.49908,0.39631,0.83716,0.84685,0.8915,0.95509,0.89557,0.35806,0.29992,0.78897,0.00931294,0.00931294,0.00931294
696,1099.5,0.48107,0.4002,0.827,0.81789,0.86827,0.93812,0.87817,0.36298,0.30262,0.79016,0.00931195,0.00931195,0.00931195
697,1101.02,0.46437,0.38611,0.82468,0.80784,0.90412,0.94033,0.87489,0.37052,0.30313,0.79057,0.00931096,0.00931096,0.00931096
698,1102.61,0.48829,0.39449,0.83567,0.8437,0.90297,0.9499,0.88542,0.36344,0.30365,0.78997,0.00930997,0.00930997,0.00930997
699,1104.19,0.4596,0.38355,0.84547,0.85857,0.88159,0.95334,0.88784,0.35042,0.29578,0.78961,0.00930898,0.00930898,0.00930898
700,1105.71,0.48948,0.393,0.83995,0.78035,0.92793,0.95168,0.8866,0.35899,0.30322,0.79159,0.00930799,0.00930799,0.00930799
701,1107.2,0.452,0.37631,0.83199,0.76835,0.91383,0.93975,0.86571,0.39378,0.31192,0.79171,0.009307,0.009307,0.009307
702,1108.74,0.48831,0.39318,0.83131,0.70064,0.94741,0.93725,0.86689,0.36634,0.30227,0.79184,0.00930601,0.00930601,0.00930601
703,1110.2,0.51076,0.40175,0.83795,0.80364,0.88925,0.95048,0.88192,0.35551,0.30294,0.79059,0.00930502,0.00930502,0.00930502
704,1111.63,0.47975,0.40037,0.83935,0.73796,0.95249,0.946,0.87436,0.37186,0.30399,0.78928,0.00930403,0.00930403,0.00930403
705,1113.07,0.46235,0.38319,0.83397,0.86109,0.89364,0.9496,0.88788,0.34612,0.2975,0.78808,0.00930304,0.00930304,0.00930304
706,1114.53,0.48725,0.39964,0.83529,0.82025,0.88507,0.90683,0.82145,0.3785,0.31957,0.7978,0.00930205,0.00930205,0.00930205
707,1115.98,0.49811,0.39712,0.83748,0.81333,0.91709,0.91791,0.82948,0.39726,0.32336,0.80189,0.00930106,0.00930106,0.00930106
708,1117.43,0.47302,0.38611,0.82695,0.75597,0.93043,0.90794,0.8193,0.41793,0.33435,0.80524,0.00930007,0.00930007,0.00930007
709,1119.01,0.49284,0.39412,0.83234,0.7743,0.91433,0.91611,0.83135,0.42157,0.33024,0.80894,0.00929908,0.00929908,0.00929908
710,1120.49,0.47918,0.39033,0.82152,0.8048,0.88984,0.91974,0.83089,0.42053,0.32823,0.80791,0.00929809,0.00929809,0.00929809
711,1121.96,0.50365,0.40156,0.82914,0.81875,0.8594,0.93645,0.84048,0.41825,0.32946,0.80581,0.0092971,0.0092971,0.0092971
712,1123.4,0.47602,0.38781,0.83272,0.84969,0.85206,0.94612,0.86371,0.41699,0.32997,0.80404,0.00929611,0.00929611,0.00929611
713,1124.83,0.47796,0.39463,0.83671,0.82786,0.86056,0.94226,0.86044,0.38954,0.31948,0.80154,0.00929512,0.00929512,0.00929512
714,1126.29,0.46294,0.38634,0.83494,0.84672,0.85627,0.94663,0.86804,0.40039,0.32341,0.80087,0.00929413,0.00929413,0.00929413
715,1127.72,0.49333,0.39472,0.84561,0.82069,0.85516,0.94516,0.87494,0.40345,0.32554,0.80017,0.00929314,0.00929314,0.00929314
716,1129.16,0.47058,0.38527,0.82166,0.85579,0.90291,0.95289,0.87483,0.38789,0.31071,0.79882,0.00929215,0.00929215,0.00929215
717,1130.64,0.47514,0.38701,0.82736,0.84448,0.90323,0.94755,0.87823,0.38808,0.31362,0.79774,0.00929116,0.00929116,0.00929116
718,1132.11,0.45019,0.3777,0.82687,0.83452,0.90678,0.95382,0.88923,0.37574,0.30869,0.79384,0.00929017,0.00929017,0.00929017
719,1133.61,0.49161,0.38701,0.83748,0.86871,0.91556,0.95115,0.88169,0.36445,0.30237,0.79105,0.00928918,0.00928918,0.00928918
720,1135.18,0.47706,0.38239,0.83729,0.84181,0.91741,0.94784,0.88326,0.36271,0.30059,0.79038,0.00928819,0.00928819,0.00928819
721,1136.75,0.48287,0.38652,0.83086,0.87018,0.92682,0.95354,0.89272,0.35445,0.29472,0.78694,0.0092872,0.0092872,0.0092872
722,1138.28,0.48082,0.38714,0.82912,0.86579,0.91194,0.94884,0.88537,0.36136,0.29859,0.78635,0.00928621,0.00928621,0.00928621
723,1139.78,0.46276,0.37634,0.81797,0.87165,0.91282,0.95532,0.89966,0.34029,0.29105,0.78513,0.00928522,0.00928522,0.00928522
724,1141.3,0.47011,0.38078,0.829,0.86189,0.90448,0.95433,0.89459,0.34248,0.29239,0.78441,0.00928423,0.00928423,0.00928423
725,1142.76,0.46362,0.38555,0.82924,0.86476,0.91198,0.95071,0.89081,0.35442,0.29601,0.78557,0.00928324,0.00928324,0.00928324
726,1144.32,0.46404,0.39233,0.83168,0.85048,0.90535,0.95383,0.89906,0.34243,0.29449,0.78524,0.00928225,0.00928225,0.00928225
727,1145.85,0.48634,0.39212,0.8373,0.85113,0.9142,0.95718,0.90084,0.34485,0.29318,0.78574,0.00928126,0.00928126,0.00928126
728,1147.34,0.46756,0.39111,0.8259,0.84306,0.90798,0.94537,0.89158,0.33485,0.29088,0.78413,0.00928027,0.00928027,0.00928027
729,1149.06,0.46483,0.38815,0.82909,0.84901,0.90484,0.94603,0.88513,0.33975,0.29021,0.78548,0.00927928,0.00927928,0.00927928
730,1150.72,0.45636,0.38227,0.83438,0.80079,0.90605,0.93732,0.87666,0.34594,0.29147,0.78647,0.00927829,0.00927829,0.00927829
731,1152.15,0.45925,0.39102,0.83779,0.81057,0.91391,0.93272,0.87605,0.33911,0.29185,0.78628,0.0092773,0.0092773,0.0092773
732,1153.72,0.467,0.38683,0.83954,0.84009,0.92471,0.9488,0.8887,0.3486,0.29451,0.78749,0.00927631,0.00927631,0.00927631
733,1155.25,0.46048,0.38804,0.83488,0.83185,0.90021,0.94349,0.8786,0.3569,0.29636,0.78644,0.00927532,0.00927532,0.00927532
734,1156.75,0.48787,0.40147,0.83129,0.84001,0.90299,0.94138,0.88193,0.34481,0.29418,0.78696,0.00927433,0.00927433,0.00927433
735,1158.32,0.45907,0.3928,0.82935,0.82786,0.89808,0.94326,0.87993,0.3646,0.30105,0.78745,0.00927334,0.00927334,0.00927334
736,1159.84,0.48243,0.40845,0.83905,0.86236,0.89182,0.94809,0.8925,0.35555,0.30088,0.78679,0.00927235,0.00927235,0.00927235
737,1161.32,0.47239,0.39959,0.83404,0.8643,0.89584,0.94177,0.88116,0.3378,0.29488,0.78713,0.00927136,0.00927136,0.00927136
738,1162.92,0.47899,0.39413,0.83304,0.85374,0.90068,0.95019,0.89312,0.35585,0.30115,0.78772,0.00927037,0.00927037,0.00927037
739,1164.53,0.46058,0.40005,0.83251,0.85463,0.8907,0.95084,0.88725,0.35586,0.29804,0.78735,0.00926938,0.00926938,0.00926938
740,1166.06,0.46555,0.39536,0.83048,0.85899,0.89289,0.95496,0.89184,0.33234,0.29345,0.78603,0.00926839,0.00926839,0.00926839
741,1167.53,0.43716,0.3785,0.8282,0.85187,0.88636,0.94548,0.87677,0.34798,0.29602,0.78602,0.0092674,0.0092674,0.0092674
742,1169.05,0.4658,0.39845,0.83312,0.85757,0.90387,0.95225,0.88849,0.34726,0.29571,0.78674,0.00926641,0.00926641,0.00926641
743,1170.55,0.46467,0.38905,0.83849,0.85506,0.90507,0.9523,0.89397,0.32799,0.29347,0.78526,0.00926542,0.00926542,0.00926542
744,1172.06,0.46459,0.40042,0.84262,0.85193,0.87592,0.94544,0.87942,0.35535,0.30154,0.78746,0.00926443,0.00926443,0.00926443
745,1173.6,0.44975,0.38583,0.82744,0.86895,0.88681,0.94696,0.87947,0.35486,0.29869,0.78725,0.00926344,0.00926344,0.00926344
746,1175.09,0.46207,0.38282,0.83352,0.85838,0.89382,0.94485,0.88931,0.33553,0.28741,0.78793,0.00926245,0.00926245,0.00926245
747,1176.65,0.45383,0.38917,0.8286,0.87363,0.89766,0.95211,0.8914,0.34035,0.28993,0.78595,0.00926146,0.00926146,0.00926146
748,1178.19,0.46684,0.39528,0.83546,0.8652,0.89977,0.95057,0.88862,0.32475,0.28735,0.78376,0.00926047,0.00926047,0.00926047
749,1179.84,0.4812,0.39441,0.83689,0.86223,0.90194,0.94968,0.88951,0.34094,0.29236,0.7866,0.00925948,0.00925948,0.00925948
750,1181.34,0.4504,0.37411,0.82805,0.83829,0.8896,0.94526,0.88485,0.33157,0.29106,0.78386,0.00925849,0.00925849,0.00925849
751,1182.85,0.46934,0.39691,0.83856,0.8596,0.89576,0.9527,0.89832,0.32145,0.28418,0.7837,0.0092575,0.0092575,0.0092575
752,1184.36,0.46283,0.38248,0.83732,0.84924,0.89168,0.95084,0.88737,0.35909,0.29469,0.78807,0.00925651,0.00925651,0.00925651
753,1185.87,0.47293,0.38394,0.83902,0.86384,0.89413,0.94532,0.88856,0.32403,0.28435,0.78367,0.00925552,0.00925552,0.00925552
754,1187.48,0.46413,0.38573,0.832,0.85588,0.9024,0.95421,0.90008,0.32126,0.28267,0.78374,0.00925453,0.00925453,0.00925453
755,1188.98,0.4561,0.37817,0.83015,0.84854,0.89658,0.94708,0.88455,0.36152,0.29239,0.78969,0.00925354,0.00925354,0.00925354
756,1190.49,0.47312,0.37639,0.83821,0.76186,0.93945,0.94906,0.89195,0.32968,0.28327,0.78547,0.00925255,0.00925255,0.00925255
757,1191.96,0.4706,0.39034,0.82867,0.82963,0.89561,0.95602,0.90212,0.32885,0.2871,0.78478,0.00925156,0.00925156,0.00925156
758,1193.56,0.45937,0.38086,0.82177,0.83563,0.90826,0.95096,0.89093,0.34088,0.29124,0.78768,0.00925057,0.00925057,0.00925057
759,1195.07,0.45867,0.37912,0.82439,0.8213,0.91707,0.95376,0.89764,0.33205,0.28772,0.78478,0.00924958,0.00924958,0.00924958
